Test_ID	Make	kW	Date_Manufacture	Seats	Fuel	List_Price	Mileage	Birth_Date	Occupation	Hobbies	Insurance_Sum	Merit_Rating	Damage_Insurance	Optional_Products	Courtesy_Car	
170	Skoda	500	3/4/2000	1	Diesel	90000	100	1/1/2006	Canada	Employee	Cliff Diving	35000000	Bonus 9	Partial Coverage	Legal Defense Insurance	Yes
171	Skoda	800	2/1/1982	2	Electric Power	500	100000	8/8/1954	Guatemala	Public Official	Skydiving	3000000	Malus 10	Full Coverage	Euro Protection	No
172	Skoda	1567	3/4/2000	3	Gas	100000	60000	1/1/2006	Japan	Farmer	Other	5000000	Malus 11	No Coverage	Legal Defense Insurance	Yes
173	Suzuki	2000	2/1/1982	7	Gas	90000	100	1/1/2006	Romania	Selfemployed	Cliff Diving	15000000	Bonus 6	Full Coverage	Euro Protection	Yes
174	Suzuki	1000	3/4/2000	8	Other	500	100000	8/8/1954	Cuba	Employee	Skydiving	20000000	Bonus 7	No Coverage	Legal Defense Insurance	No
175	Suzuki	500	4/4/2022	9	Petrol	100000	60000	1/1/2006	Romania	Public Official	Other	25000000	Bonus 8	Partial Coverage	Euro Protection	Yes
176	Suzuki	800	2/1/2024	1	Diesel	50000	100	8/8/1954	Cuba	Farmer	Speeding	30000000	Bonus 9	Full Coverage	Legal Defense Insurance	No
177	Suzuki	1567	2/1/1982	2	Electric Power	600	100000	1/1/2006	United States	Unemployed	Bungee Jumping	35000000	Malus 10	No Coverage	Euro Protection	Yes
178	Suzuki	1	3/4/2000	3	Gas	90000	60000	8/8/1954	United Kingdom	Selfemployed	Cliff Diving	3000000	Malus 11	Partial Coverage	Legal Defense Insurance	No
179	Suzuki	2000	4/4/2022	4	Other	500	100	1/1/2006	Australia	Employee	Skydiving	5000000	Malus 12	Full Coverage	Euro Protection	Yes
180	Suzuki	1000	2/1/2024	5	Petrol	100000	100000	8/8/1954	Canada	Public Official	Other	7000000	Malus 13	No Coverage	Legal Defense Insurance	No
181	Suzuki	500	2/1/1982	6	Diesel	50000	60000	1/1/2006	Guatemala	Farmer	Speeding	10000000	Malus 14	Partial Coverage	Euro Protection	Yes
182	Suzuki	800	3/4/2000	7	Electric Power	600	100	8/8/1954	Japan	Employee	Bungee Jumping	15000000	Malus 15	Full Coverage	Legal Defense Insurance	No
183	Suzuki	1567	4/4/2022	8	Petrol	90000	100000	1/1/2006	Kenya	Public Official	Cliff Diving	20000000	Malus 16	No Coverage	Euro Protection	Yes
184	Suzuki	1	2/1/2024	9	Diesel	500	60000	8/8/1954	Maldives	Farmer	Skydiving	25000000	Malus 17	Partial Coverage	Legal Defense Insurance	No
185	Suzuki	2000	2/1/1982	1	Electric Power	100000	100	1/1/2006	Mexico	Unemployed	Other	30000000	Super Bonus	Full Coverage	Euro Protection	Yes
186	Suzuki	1000	3/4/2000	2	Gas	50000	100000	8/8/1954	Panama	Selfemployed	Speeding	35000000	Bonus 1	No Coverage	Legal Defense Insurance	No
187	Suzuki	500	2/1/1982	3	Other	600	60000	1/1/2006	Qatar	Employee	Bungee Jumping	3000000	Bonus 2	Partial Coverage	Euro Protection	Yes
188	Suzuki	800	3/4/2000	4	Petrol	90000	100	8/8/1954	Serbia	Public Official	Cliff Diving	5000000	Bonus 3	Full Coverage	Legal Defense Insurance	No
189	Suzuki	1567	4/4/2022	5	Diesel	500	100000	1/1/2006	Swaziland	Farmer	Speeding	7000000	Bonus 4	No Coverage	Euro Protection	Yes
190	Suzuki	1	2/1/2024	6	Electric Power	600	60000	8/8/1954	Oman	Unemployed	Bungee Jumping	10000000	Bonus 5	Partial Coverage	Legal Defense Insurance	No
191	Toyota	1000	4/4/2022	1	Electric Power	90000	100	8/8/1954	Guatemala	Employee	Cliff Diving	25000000	Super Bonus	No Coverage	Euro Protection	No
192	Toyota	500	2/1/2024	2	Gas	500	100000	1/1/2006	Japan	Public Official	Skydiving	30000000	Bonus 1	Partial Coverage	Legal Defense Insurance	Yes
193	Toyota	800	2/1/1982	3	Other	100000	60000	8/8/1954	Kenya	Farmer	Other	35000000	Bonus 2	Full Coverage	Euro Protection	No
194	Toyota	1567	3/4/2000	4	Petrol	50000	100	1/1/2006	Maldives	Unemployed	Speeding	3000000	Bonus 3	No Coverage	Legal Defense Insurance	Yes
195	Toyota	1	4/4/2022	5	Diesel	600	100000	8/8/1954	Mexico	Selfemployed	Bungee Jumping	5000000	Bonus 4	Partial Coverage	Euro Protection	No
196	Toyota	2000	2/1/2024	6	Electric Power	90000	60000	1/1/2006	Panama	Employee	Cliff Diving	7000000	Bonus 5	Full Coverage	Legal Defense Insurance	Yes
197	Toyota	1000	2/1/1982	7	Petrol	500	100	8/8/1954	Qatar	Public Official	Speeding	10000000	Bonus 6	No Coverage	Euro Protection	No
198	Toyota	500	3/4/2000	8	Diesel	100000	100000	1/1/2006	Serbia	Farmer	Bungee Jumping	15000000	Bonus 7	Partial Coverage	Legal Defense Insurance	Yes
199	Toyota	800	4/4/2022	9	Electric Power	50000	60000	8/8/1954	Swaziland	Unemployed	Cliff Diving	20000000	Bonus 8	Full Coverage	Euro Protection	No
200	Toyota	1567	2/1/2024	1	Gas	600	100	1/1/2006	Oman	Selfemployed	Skydiving	25000000	Bonus 9	No Coverage	Legal Defense Insurance	Yes
201	Toyota	1	2/1/1982	2	Other	90000	100000	8/8/1954	Romania	Employee	Other	30000000	Malus 10	Partial Coverage	Euro Protection	No
202	Toyota	2000	3/4/2000	3	Petrol	500	60000	1/1/2006	Cuba	Public Official	Speeding	35000000	Malus 11	Full Coverage	Legal Defense Insurance	Yes
203	Toyota	1000	2/1/1982	4	Diesel	600	100	8/8/1954	Romania	Farmer	Bungee Jumping	3000000	Malus 12	No Coverage	Euro Protection	No
204	Toyota	500	3/4/2000	5	Electric Power	90000	100000	1/1/2006	Cuba	Unemployed	Cliff Diving	5000000	Malus 13	Partial Coverage	Legal Defense Insurance	Yes
205	Toyota	800	4/4/2022	6	Gas	500	60000	8/8/1954	United States	Selfemployed	Skydiving	7000000	Malus 14	Full Coverage	Euro Protection	No
206	Toyota	1567	2/1/2024	7	Other	100000	100	1/1/2006	United Kingdom	Employee	Other	10000000	Malus 15	No Coverage	Legal Defense Insurance	Yes
207	Toyota	1	2/1/1982	8	Petrol	50000	100000	8/8/1954	Australia	Public Official	Speeding	15000000	Malus 16	Partial Coverage	Euro Protection	No
208	Toyota	2000	3/4/2000	9	Diesel	600	60000	1/1/2006	Canada	Farmer	Bungee Jumping	20000000	Malus 17	Full Coverage	Legal Defense Insurance	Yes
209	Volkswagen	500	2/1/1982	4	Diesel	90000	100	1/1/2006	Swaziland	Selfemployed	Other	35000000	Malus 12	Partial Coverage	Euro Protection	Yes
210	Volkswagen	800	3/4/2000	5	Electric Power	500	100000	8/8/1954	Oman	Employee	Speeding	3000000	Malus 13	Full Coverage	Legal Defense Insurance	No
211	Volkswagen	1567	4/4/2022	6	Petrol	100000	60000	1/1/2006	Romania	Public Official	Bungee Jumping	5000000	Malus 14	No Coverage	Euro Protection	Yes
212	Volkswagen	1	2/1/2024	7	Diesel	50000	100	8/8/1954	Cuba	Farmer	Cliff Diving	7000000	Malus 15	Partial Coverage	Legal Defense Insurance	No
213	Volkswagen	2000	2/1/1982	8	Electric Power	600	100000	1/1/2006	Romania	Unemployed	Skydiving	10000000	Malus 16	Full Coverage	Euro Protection	Yes
214	Volkswagen	1000	3/4/2000	9	Gas	90000	60000	8/8/1954	Cuba	Selfemployed	Other	15000000	Malus 17	No Coverage	Legal Defense Insurance	No
215	Volkswagen	500	4/4/2022	1	Other	500	100	1/1/2006	United States	Employee	Speeding	20000000	Super Bonus	Partial Coverage	Euro Protection	Yes
216	Volkswagen	800	2/1/2024	2	Petrol	600	100000	8/8/1954	United Kingdom	Public Official	Bungee Jumping	25000000	Bonus 1	Full Coverage	Legal Defense Insurance	No
217	Volkswagen	1567	2/1/1982	3	Diesel	90000	60000	1/1/2006	Australia	Farmer	Cliff Diving	30000000	Bonus 2	No Coverage	Euro Protection	Yes
218	Volkswagen	1	3/4/2000	4	Electric Power	500	100	8/8/1954	Canada	Employee	Skydiving	35000000	Bonus 3	Partial Coverage	Legal Defense Insurance	No
219	Volkswagen	2000	2/1/1982	5	Gas	100000	100000	1/1/2006	Guatemala	Public Official	Other	3000000	Bonus 4	Full Coverage	Euro Protection	Yes
220	Volkswagen	1000	3/4/2000	6	Other	50000	60000	8/8/1954	Japan	Farmer	Speeding	5000000	Bonus 5	No Coverage	Legal Defense Insurance	No
221	Volkswagen	500	4/4/2022	7	Petrol	600	100	1/1/2006	Kenya	Unemployed	Bungee Jumping	7000000	Bonus 6	Partial Coverage	Euro Protection	Yes
222	Volkswagen	800	2/1/2024	8	Diesel	90000	100000	8/8/1954	Maldives	Selfemployed	Cliff Diving	10000000	Bonus 7	Full Coverage	Legal Defense Insurance	No
223	Volkswagen	1567	2/1/1982	9	Electric Power	500	60000	1/1/2006	Mexico	Employee	Speeding	15000000	Bonus 8	No Coverage	Euro Protection	Yes
224	Volkswagen	1	3/4/2000	1	Gas	100000	100	8/8/1954	Panama	Public Official	Bungee Jumping	20000000	Bonus 9	Partial Coverage	Legal Defense Insurance	No
225	Volkswagen	2000	4/4/2022	2	Other	50000	100000	1/1/2006	Qatar	Farmer	Cliff Diving	25000000	Malus 10	Full Coverage	Euro Protection	Yes
226	Volkswagen	1000	2/1/2024	3	Petrol	600	60000	8/8/1954	Serbia	Unemployed	Skydiving	30000000	Malus 11	No Coverage	Legal Defense Insurance	No
227	Volvo	800	4/4/2022	7	Electric Power	90000	100	8/8/1954	Australia	Employee	Other	5000000	Bonus 6	Full Coverage	Euro Protection	No
228	Volvo	1567	2/1/2024	8	Gas	500	100000	1/1/2006	Canada	Public Official	Speeding	7000000	Bonus 7	No Coverage	Legal Defense Insurance	Yes
229	Volvo	1	2/1/1982	9	Other	600	60000	8/8/1954	Guatemala	Farmer	Bungee Jumping	10000000	Bonus 8	Partial Coverage	Euro Protection	No
230	Volvo	2000	3/4/2000	1	Petrol	90000	100	1/1/2006	Japan	Unemployed	Cliff Diving	15000000	Bonus 9	Full Coverage	Legal Defense Insurance	Yes
231	Volvo	1000	4/4/2022	2	Diesel	500	100000	8/8/1954	Kenya	Selfemployed	Speeding	20000000	Malus 10	No Coverage	Euro Protection	No
232	Volvo	500	2/1/2024	3	Electric Power	100000	60000	1/1/2006	Maldives	Employee	Bungee Jumping	25000000	Malus 11	Partial Coverage	Legal Defense Insurance	Yes
233	Volvo	800	2/1/1982	4	Gas	50000	100	8/8/1954	Mexico	Public Official	Cliff Diving	30000000	Malus 12	Full Coverage	Euro Protection	No
234	Volvo	1567	3/4/2000	5	Other	600	100000	1/1/2006	Panama	Farmer	Skydiving	35000000	Malus 13	No Coverage	Legal Defense Insurance	Yes
235	Volvo	1	2/1/1982	6	Petrol	90000	60000	8/8/1954	Qatar	Unemployed	Other	3000000	Malus 14	Partial Coverage	Euro Protection	No
236	Volvo	2000	3/4/2000	7	Diesel	500	100	1/1/2006	Serbia	Selfemployed	Speeding	5000000	Malus 15	Full Coverage	Legal Defense Insurance	Yes
237	Volvo	1000	4/4/2022	8	Electric Power	100000	100000	8/8/1954	Swaziland	Employee	Bungee Jumping	7000000	Malus 16	No Coverage	Euro Protection	No
238	Volvo	500	2/1/2024	9	Gas	50000	60000	1/1/2006	Oman	Public Official	Cliff Diving	10000000	Malus 17	Partial Coverage	Legal Defense Insurance	Yes
239	Volvo	800	2/1/1982	1	Other	600	100	8/8/1954	Romania	Farmer	Skydiving	15000000	Super Bonus	Full Coverage	Euro Protection	No
240	Volvo	1567	3/4/2000	2	Petrol	90000	100000	1/1/2006	Cuba	Unemployed	Other	20000000	Bonus 1	No Coverage	Legal Defense Insurance	Yes
241	Volvo	1	4/4/2022	3	Diesel	500	60000	8/8/1954	Romania	Selfemployed	Speeding	25000000	Bonus 2	Partial Coverage	Euro Protection	No
242	Volvo	2000	2/1/2024	4	Electric Power	100000	100	1/1/2006	Cuba	Employee	Bungee Jumping	30000000	Bonus 3	Full Coverage	Legal Defense Insurance	Yes
243	Volvo	1000	2/1/1982	5	Petrol	50000	100000	8/8/1954	United States	Public Official	Cliff Diving	35000000	Bonus 4	No Coverage	Euro Protection	No
244	Volvo	500	3/4/2000	6	Diesel	600	60000	1/1/2006	United Kingdom	Farmer	Skydiving	3000000	Bonus 5	Partial Coverage	Legal Defense Insurance	Yes
245	Audi	1567	2/1/1982	1	Diesel	100000	100	1/1/2006	Qatar	Selfemployed	Bungee Jumping	10000000	Super Bonus	No Coverage	Euro Protection	Yes
246	Audi	1	3/4/2000	2	Electric Power	50000	100000	8/8/1954	Serbia	Employee	Cliff Diving	15000000	Bonus 1	Partial Coverage	Legal Defense Insurance	No
247	Audi	2000	4/4/2022	3	Gas	600	60000	1/1/2006	Swaziland	Public Official	Skydiving	20000000	Bonus 2	Full Coverage	Euro Protection	Yes
248	Audi	1000	2/1/2024	4	Other	90000	100	8/8/1954	Oman	Farmer	Other	25000000	Bonus 3	No Coverage	Legal Defense Insurance	No
249	Audi	500	2/1/1982	5	Petrol	500	100000	1/1/2006	Romania	Unemployed	Speeding	30000000	Bonus 4	Partial Coverage	Euro Protection	Yes
250	Audi	800	3/4/2000	6	Diesel	100000	60000	8/8/1954	Cuba	Selfemployed	Bungee Jumping	35000000	Bonus 5	Full Coverage	Legal Defense Insurance	No
251	Audi	1567	2/1/1982	7	Electric Power	50000	100	1/1/2006	Romania	Employee	Cliff Diving	3000000	Bonus 6	No Coverage	Euro Protection	Yes
252	Audi	1	3/4/2000	8	Gas	600	100000	8/8/1954	Cuba	Public Official	Skydiving	5000000	Bonus 7	Partial Coverage	Legal Defense Insurance	No
253	Audi	2000	4/4/2022	9	Other	90000	60000	1/1/2006	United States	Farmer	Other	7000000	Bonus 8	Full Coverage	Euro Protection	Yes
254	Audi	1000	2/1/2024	1	Petrol	500	100	8/8/1954	United Kingdom	Employee	Speeding	10000000	Bonus 9	No Coverage	Legal Defense Insurance	No
255	Audi	500	2/1/1982	2	Diesel	100000	100000	1/1/2006	Australia	Public Official	Bungee Jumping	15000000	Malus 10	Partial Coverage	Euro Protection	Yes
256	Audi	800	3/4/2000	3	Electric Power	50000	60000	8/8/1954	Canada	Farmer	Cliff Diving	20000000	Malus 11	Full Coverage	Legal Defense Insurance	No
257	Audi	1567	4/4/2022	4	Petrol	600	100	1/1/2006	Guatemala	Unemployed	Speeding	25000000	Malus 12	No Coverage	Euro Protection	Yes
258	Audi	1	2/1/2024	5	Diesel	90000	100000	8/8/1954	Japan	Selfemployed	Bungee Jumping	30000000	Malus 13	Partial Coverage	Legal Defense Insurance	No
259	Audi	2000	2/1/1982	6	Electric Power	500	60000	1/1/2006	Kenya	Employee	Cliff Diving	35000000	Malus 14	Full Coverage	Euro Protection	Yes
260	Audi	1000	3/4/2000	7	Gas	600	100	8/8/1954	Maldives	Public Official	Skydiving	3000000	Malus 15	No Coverage	Legal Defense Insurance	No
261	Audi	500	4/4/2022	8	Other	90000	100000	1/1/2006	Mexico	Farmer	Other	5000000	Malus 16	Partial Coverage	Euro Protection	Yes
262	Audi	800	2/1/2024	9	Petrol	500	60000	8/8/1954	Panama	Unemployed	Speeding	7000000	Malus 17	Full Coverage	Legal Defense Insurance	No
263	BMW	1	4/4/2022	4	Petrol	100000	100	8/8/1954	United States	Employee	Bungee Jumping	20000000	Malus 12	Partial Coverage	Euro Protection	No
264	BMW	2000	2/1/2024	5	Diesel	50000	100000	1/1/2006	United Kingdom	Public Official	Cliff Diving	25000000	Malus 13	Full Coverage	Legal Defense Insurance	Yes
265	BMW	1000	2/1/1982	6	Electric Power	600	60000	8/8/1954	Australia	Farmer	Speeding	30000000	Malus 14	No Coverage	Euro Protection	No
266	BMW	500	3/4/2000	7	Gas	90000	100	1/1/2006	Canada	Unemployed	Bungee Jumping	35000000	Malus 15	Partial Coverage	Legal Defense Insurance	Yes
267	BMW	800	2/1/1982	8	Other	500	100000	8/8/1954	Guatemala	Selfemployed	Cliff Diving	3000000	Malus 16	Full Coverage	Euro Protection	No
268	BMW	1567	3/4/2000	9	Petrol	100000	60000	1/1/2006	Japan	Employee	Skydiving	5000000	Malus 17	No Coverage	Legal Defense Insurance	Yes
269	BMW	1	4/4/2022	1	Diesel	50000	100	8/8/1954	Kenya	Public Official	Other	7000000	Super Bonus	Partial Coverage	Euro Protection	No
270	BMW	2000	2/1/2024	2	Electric Power	600	100000	1/1/2006	Maldives	Farmer	Speeding	10000000	Bonus 1	Full Coverage	Legal Defense Insurance	Yes
271	BMW	1000	2/1/1982	3	Petrol	90000	60000	8/8/1954	Mexico	Unemployed	Bungee Jumping	15000000	Bonus 2	No Coverage	Euro Protection	No
272	BMW	500	3/4/2000	4	Diesel	500	100	1/1/2006	Panama	Selfemployed	Cliff Diving	20000000	Bonus 3	Partial Coverage	Legal Defense Insurance	Yes
273	BMW	800	4/4/2022	5	Electric Power	600	100000	8/8/1954	Qatar	Employee	Skydiving	25000000	Bonus 4	Full Coverage	Euro Protection	No
274	BMW	1567	2/1/2024	6	Gas	90000	60000	1/1/2006	Serbia	Public Official	Other	30000000	Bonus 5	No Coverage	Legal Defense Insurance	Yes
275	BMW	1	2/1/1982	7	Other	500	100	8/8/1954	Swaziland	Farmer	Speeding	35000000	Bonus 6	Partial Coverage	Euro Protection	No
276	BMW	2000	3/4/2000	8	Petrol	100000	100000	1/1/2006	Oman	Unemployed	Bungee Jumping	3000000	Bonus 7	Full Coverage	Legal Defense Insurance	Yes
277	BMW	1000	4/4/2022	9	Diesel	50000	60000	8/8/1954	Romania	Selfemployed	Cliff Diving	5000000	Bonus 8	No Coverage	Euro Protection	No
278	BMW	500	2/1/2024	1	Electric Power	600	100	1/1/2006	Cuba	Employee	Skydiving	7000000	Bonus 9	Partial Coverage	Legal Defense Insurance	Yes
279	BMW	800	2/1/1982	2	Gas	90000	100000	8/8/1954	Romania	Public Official	Other	10000000	Malus 10	Full Coverage	Euro Protection	No
280	BMW	1567	3/4/2000	3	Other	500	60000	1/1/2006	Cuba	Farmer	Speeding	15000000	Malus 11	No Coverage	Legal Defense Insurance	Yes
281	Ford	2000	2/1/1982	7	Other	100000	100	1/1/2006	Mexico	Selfemployed	Skydiving	30000000	Bonus 6	Full Coverage	Euro Protection	Yes
282	Ford	1000	3/4/2000	8	Petrol	50000	100000	8/8/1954	Panama	Employee	Other	35000000	Bonus 7	No Coverage	Legal Defense Insurance	No
283	Ford	500	2/1/1982	9	Diesel	600	60000	1/1/2006	Qatar	Public Official	Speeding	3000000	Bonus 8	Partial Coverage	Euro Protection	Yes
284	Ford	800	3/4/2000	1	Electric Power	90000	100	8/8/1954	Serbia	Farmer	Bungee Jumping	5000000	Bonus 9	Full Coverage	Legal Defense Insurance	No
285	Ford	1567	4/4/2022	2	Petrol	500	100000	1/1/2006	Swaziland	Unemployed	Cliff Diving	7000000	Malus 10	No Coverage	Euro Protection	Yes
286	Ford	1	2/1/2024	3	Diesel	600	60000	8/8/1954	Oman	Selfemployed	Skydiving	10000000	Malus 11	Partial Coverage	Legal Defense Insurance	No
287	Ford	2000	2/1/1982	4	Electric Power	90000	100	1/1/2006	Romania	Employee	Other	15000000	Malus 12	Full Coverage	Euro Protection	Yes
288	Ford	1000	3/4/2000	5	Gas	500	100000	8/8/1954	Cuba	Public Official	Speeding	20000000	Malus 13	No Coverage	Legal Defense Insurance	No
289	Ford	500	4/4/2022	6	Other	100000	60000	1/1/2006	Romania	Farmer	Bungee Jumping	25000000	Malus 14	Partial Coverage	Euro Protection	Yes
290	Ford	800	2/1/2024	7	Petrol	50000	100	8/8/1954	Cuba	Employee	Cliff Diving	30000000	Malus 15	Full Coverage	Legal Defense Insurance	No
291	Ford	1567	2/1/1982	8	Diesel	600	100000	1/1/2006	United States	Public Official	Speeding	35000000	Malus 16	No Coverage	Euro Protection	Yes
292	Ford	1	3/4/2000	9	Electric Power	90000	60000	8/8/1954	United Kingdom	Farmer	Bungee Jumping	3000000	Malus 17	Partial Coverage	Legal Defense Insurance	No
293	Ford	2000	4/4/2022	1	Gas	500	100	1/1/2006	Australia	Unemployed	Cliff Diving	5000000	Super Bonus	Full Coverage	Euro Protection	Yes
294	Ford	1000	2/1/2024	2	Other	100000	100000	8/8/1954	Canada	Selfemployed	Skydiving	7000000	Bonus 1	No Coverage	Legal Defense Insurance	No
295	Ford	500	2/1/1982	3	Petrol	50000	60000	1/1/2006	Guatemala	Employee	Other	10000000	Bonus 2	Partial Coverage	Euro Protection	Yes
296	Ford	800	3/4/2000	4	Diesel	600	100	8/8/1954	Japan	Public Official	Speeding	15000000	Bonus 3	Full Coverage	Legal Defense Insurance	No
297	Ford	1567	4/4/2022	5	Electric Power	90000	100000	1/1/2006	Kenya	Farmer	Bungee Jumping	20000000	Bonus 4	No Coverage	Euro Protection	Yes
298	Ford	1	2/1/2024	6	Gas	500	60000	8/8/1954	Maldives	Unemployed	Cliff Diving	25000000	Bonus 5	Partial Coverage	Legal Defense Insurance	No
